label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.2240247279405594,0.7240718007087708,-9.242244658480558e-08,0.2683599591255188,0.6785297393798828,-0.010556014254689217,0.2942737936973572,0.6046468615531921,-0.012635328806936741,0.3033427596092224,0.5447019338607788,-0.01669963076710701,0.3171263635158539,0.5014150142669678,-0.019600195810198784,0.2612271010875702,0.5545206665992737,0.003533794777467847,0.2716430723667145,0.5097396969795227,-0.011354736983776093,0.28295907378196716,0.5238569378852844,-0.02077900618314743,0.2926083505153656,0.5328282117843628,-0.02615591324865818,0.23362858593463898,0.5609646439552307,0.0007692000945098698,0.24677598476409912,0.5265591740608215,-0.017378417775034904,0.2601270377635956,0.5605120658874512,-0.0249865110963583,0.26632797718048096,0.5782812833786011,-0.026926709339022636,0.20565350353717804,0.5755570530891418,-0.005135304760187864,0.21893081068992615,0.5453729629516602,-0.026586109772324562,0.23678739368915558,0.5809049010276794,-0.025377267971634865,0.24583227932453156,0.6026705503463745,-0.019691837951540947,0.1753109246492386,0.5966553092002869,-0.011800373904407024,0.189729243516922,0.5688164830207825,-0.02725215069949627,0.20951251685619354,0.5930814146995544,-0.023976102471351624,0.2203351855278015,0.6118382811546326,-0.017705393955111504
A,0.19679395854473114,0.6981731653213501,-2.3009449989785935e-07,0.24113358557224274,0.6581841111183167,-0.007883807644248009,0.26490673422813416,0.5887663960456848,-0.010042318142950535,0.28186357021331787,0.5280722379684448,-0.014595763757824898,0.30411696434020996,0.4872477650642395,-0.016683954745531082,0.24970856308937073,0.5401848554611206,0.005283048842102289,0.2556089758872986,0.4829062223434448,-0.016284750774502754,0.25230899453163147,0.5176758170127869,-0.02561967819929123,0.24923674762248993,0.5458680391311646,-0.026760894805192947,0.219892680644989,0.5444349050521851,0.002162512158975005,0.22360971570014954,0.5042950510978699,-0.01891295239329338,0.22325854003429413,0.5582247376441956,-0.020387444645166397,0.22286519408226013,0.5790637135505676,-0.014970207586884499,0.18881046772003174,0.5558403730392456,-0.005076924804598093,0.19093087315559387,0.5251438021659851,-0.02814195305109024,0.19445514678955078,0.5783663988113403,-0.018662696704268456,0.19630901515483856,0.5972887873649597,-0.004925987217575312,0.15629230439662933,0.5711286664009094,-0.012864158488810062,0.16005831956863403,0.5390624403953552,-0.023732591420412064,0.16709759831428528,0.5773072242736816,-0.012130063027143478,0.1689954400062561,0.5953630805015564,0.0008841177332215011
A,0.1935889720916748,0.6985676288604736,-3.1031308367346355e-07,0.23804593086242676,0.6601582765579224,-0.005748341325670481,0.2621510326862335,0.5896596908569336,-0.00702631426975131,0.278211385011673,0.5281218886375427,-0.011401494964957237,0.2988295555114746,0.48739761114120483,-0.012940874323248863,0.2495674341917038,0.5415343642234802,0.005967843346297741,0.2551228404045105,0.4839049279689789,-0.017198404297232628,0.25269219279289246,0.5208410024642944,-0.027117041870951653,0.2495928704738617,0.5502621531486511,-0.02844788134098053,0.21998251974582672,0.5453161597251892,0.0007799271843396127,0.22412370145320892,0.5013365745544434,-0.023067301139235497,0.22381335496902466,0.557328462600708,-0.025989331305027008,0.22271791100502014,0.580629289150238,-0.02103535830974579,0.18907687067985535,0.5555034875869751,-0.008209300227463245,0.19217932224273682,0.5232453346252441,-0.033957935869693756,0.19551080465316772,0.5788359045982361,-0.02481885813176632,0.19591392576694489,0.5995639562606812,-0.010617676191031933,0.1560429036617279,0.5695496797561646,-0.017495203763246536,0.16013988852500916,0.5362134575843811,-0.030331671237945557,0.16788123548030853,0.5746846795082092,-0.018811438232660294,0.16965653002262115,0.5942596197128296,-0.005427262745797634
A,0.18282896280288696,0.6905205845832825,-2.4028290113164985e-07,0.22598788142204285,0.6558390855789185,-0.009928971529006958,0.25149524211883545,0.5889936089515686,-0.013861216604709625,0.2701905369758606,0.5264860987663269,-0.02043614163994789,0.2948993742465973,0.48700255155563354,-0.023531459271907806,0.2440841645002365,0.5377618670463562,0.007181841880083084,0.24951526522636414,0.4770088493824005,-0.01735309325158596,0.2480413168668747,0.49929335713386536,-0.02615390345454216,0.24406307935714722,0.5294496417045593,-0.025871964171528816,0.21304000914096832,0.5392391681671143,0.003449675627052784,0.2179427295923233,0.4935251772403717,-0.021582942456007004,0.2158770114183426,0.5536260604858398,-0.021871019154787064,0.21527498960494995,0.5716109275817871,-0.013534334488213062,0.1824026256799698,0.5477095246315002,-0.005201056599617004,0.18538498878479004,0.5187444686889648,-0.03369548171758652,0.18693970143795013,0.5758105516433716,-0.022966083139181137,0.18777400255203247,0.5885400772094727,-0.006403048522770405,0.1501736342906952,0.5597882270812988,-0.014655956998467445,0.15186184644699097,0.528968334197998,-0.029418231919407845,0.1594618558883667,0.567832887172699,-0.017613278701901436,0.16263416409492493,0.5822370052337646,-0.003276870120316744
A,0.18189114332199097,0.6886196136474609,-2.7783974587691773e-07,0.2256440669298172,0.6549990773200989,-0.009551385417580605,0.2513480484485626,0.5877038836479187,-0.013026395812630653,0.26980093121528625,0.5256351232528687,-0.01905597187578678,0.2948082685470581,0.48708754777908325,-0.021330032497644424,0.24370932579040527,0.5357680916786194,0.005929452367126942,0.2495051473379135,0.4767296016216278,-0.01980988308787346,0.2468949556350708,0.5070067644119263,-0.029414353892207146,0.24310654401779175,0.5379815101623535,-0.029559927061200142,0.21292716264724731,0.5374463796615601,0.001961791655048728,0.21742428839206696,0.49324333667755127,-0.024880830198526382,0.21545691788196564,0.5522652864456177,-0.026800474151968956,0.21490448713302612,0.5705349445343018,-0.01953474059700966,0.18172146379947662,0.545695424079895,-0.00674422038719058,0.18469490110874176,0.5185643434524536,-0.036478109657764435,0.18585839867591858,0.5760592818260193,-0.02681814692914486,0.18657039105892181,0.5893238186836243,-0.01072780229151249,0.1494981050491333,0.557816207408905,-0.016080135479569435,0.15205878019332886,0.5280748605728149,-0.031341828405857086,0.15946178138256073,0.5678293108940125,-0.020039331167936325,0.16271039843559265,0.5827305316925049,-0.0059097446501255035
A,0.1754864901304245,0.6861795783042908,-2.7031657623410865e-07,0.21795746684074402,0.6527593731880188,-0.011881047859787941,0.24541223049163818,0.5887168049812317,-0.01608685776591301,0.2660098671913147,0.5282334685325623,-0.022470369935035706,0.29339176416397095,0.491774320602417,-0.025099828839302063,0.2380729764699936,0.5349752902984619,0.006546067073941231,0.2470138669013977,0.4782748222351074,-0.018757838755846024,0.24230244755744934,0.5054975152015686,-0.028240393847227097,0.23624645173549652,0.5335780382156372,-0.02840222232043743,0.20828117430210114,0.5351958274841309,0.003925187047570944,0.2130892276763916,0.4916468858718872,-0.022251654416322708,0.2083311378955841,0.5508124232292175,-0.02371967025101185,0.2073124498128891,0.568709135055542,-0.015894008800387383,0.17808258533477783,0.542067289352417,-0.0037860532756894827,0.1798860877752304,0.5159633159637451,-0.03363344818353653,0.1793103665113449,0.5732421278953552,-0.024237826466560364,0.18048948049545288,0.5864401459693909,-0.007891126908361912,0.1466454565525055,0.552365779876709,-0.012320464476943016,0.1485416293144226,0.5225731134414673,-0.027349459007382393,0.15394532680511475,0.5621713995933533,-0.0158113781362772,0.15686559677124023,0.5776225924491882,-0.0012762579135596752
A,0.1760883927345276,0.688208281993866,-2.365742091114953e-07,0.2173217535018921,0.6537134647369385,-0.01158731896430254,0.2437039613723755,0.5897332429885864,-0.015771131962537766,0.26359423995018005,0.5299869775772095,-0.02205277420580387,0.29028621315956116,0.4928760826587677,-0.024667933583259583,0.2377874255180359,0.5362375974655151,0.006811563856899738,0.24674451351165771,0.48187360167503357,-0.01764599233865738,0.24348865449428558,0.5047082304954529,-0.026965714991092682,0.23829343914985657,0.5296627879142761,-0.027250511571764946,0.20737315714359283,0.5359455347061157,0.003958399407565594,0.21304745972156525,0.49232685565948486,-0.02116633951663971,0.2096404731273651,0.5491356253623962,-0.02278265729546547,0.20866991579532623,0.5657950639724731,-0.015411718748509884,0.17681705951690674,0.5423676371574402,-0.003868080908432603,0.17989343404769897,0.5169588327407837,-0.03301660716533661,0.1797637939453125,0.5727686285972595,-0.02430068328976631,0.18025948107242584,0.5845223069190979,-0.008769319392740726,0.14578720927238464,0.5525428652763367,-0.01248719822615385,0.14880846440792084,0.5223897695541382,-0.02728261798620224,0.1546614170074463,0.5612447261810303,-0.01616889238357544,0.1569950431585312,0.5764796733856201,-0.002178250113502145
A,0.16832014918327332,0.6872147917747498,-2.1638125247136486e-07,0.2110990732908249,0.6513903141021729,-0.009575054980814457,0.23739902675151825,0.5883034467697144,-0.01227648090571165,0.2565106153488159,0.5288901925086975,-0.017341038212180138,0.2820674777030945,0.49162518978118896,-0.019977135583758354,0.2301531434059143,0.5383137464523315,0.010203431360423565,0.23860861361026764,0.4855901002883911,-0.010869257152080536,0.2364661693572998,0.5012568235397339,-0.020927296951413155,0.23447385430335999,0.5228691697120667,-0.02329568937420845,0.20147199928760529,0.5362583994865417,0.006949250120669603,0.20556692779064178,0.49324536323547363,-0.016303619369864464,0.20024444162845612,0.5461824536323547,-0.019848201423883438,0.1999126523733139,0.5679584741592407,-0.014697542414069176,0.1719444841146469,0.5418323874473572,-0.0007334125111810863,0.17311036586761475,0.5135966539382935,-0.026920348405838013,0.17134347558021545,0.5655016899108887,-0.019043538719415665,0.17331938445568085,0.5811095237731934,-0.005296546500176191,0.14080636203289032,0.5513004660606384,-0.009179588407278061,0.14252786338329315,0.5225767493247986,-0.0225975401699543,0.14635621011257172,0.5601575374603271,-0.011931200511753559,0.14923064410686493,0.5757912397384644,0.0009737906511873007
A,0.16911083459854126,0.6887783408164978,-1.3215048966230825e-07,0.21144148707389832,0.6506240963935852,-0.009594288654625416,0.23747405409812927,0.5865416526794434,-0.0121298311278224,0.2567197382450104,0.5284613966941833,-0.01691669225692749,0.28284919261932373,0.4923330545425415,-0.019879741594195366,0.2284393608570099,0.5386906862258911,0.011563564650714397,0.2379683256149292,0.495473712682724,-0.006834319792687893,0.24026811122894287,0.498665988445282,-0.0161978080868721,0.2424411177635193,0.50639408826828,-0.019420860335230827,0.19987858831882477,0.5352112650871277,0.008164470084011555,0.2055283784866333,0.495543897151947,-0.014250962994992733,0.20143991708755493,0.546377420425415,-0.018013067543506622,0.20132377743721008,0.5661569833755493,-0.01325866300612688,0.1702001392841339,0.5400289297103882,0.0005540978745557368,0.1732020527124405,0.5127962231636047,-0.02573614940047264,0.17240236699581146,0.5632337927818298,-0.018320394679903984,0.17432592809200287,0.5776348114013672,-0.005042636767029762,0.13907848298549652,0.5496231317520142,-0.007792135234922171,0.14223921298980713,0.5217105150222778,-0.02206254005432129,0.14639484882354736,0.5584443807601929,-0.012093213386833668,0.14865642786026,0.5736680030822754,0.00015286420239135623
A,0.1596328467130661,0.6786541938781738,-2.0150680768438178e-07,0.2006852626800537,0.6444461345672607,-0.012842146679759026,0.22784431278705597,0.5813926458358765,-0.01681286282837391,0.2479410618543625,0.5240907073020935,-0.022058233618736267,0.2745567262172699,0.48927971720695496,-0.023866450414061546,0.22202134132385254,0.535290539264679,0.005318203009665012,0.2296009063720703,0.48338085412979126,-0.01807650923728943,0.22442848980426788,0.5038822889328003,-0.027234768494963646,0.2205577790737152,0.5266211628913879,-0.027675587683916092,0.19178609549999237,0.5342376232147217,0.004002937115728855,0.19437234103679657,0.49379733204841614,-0.019097940996289253,0.18867990374565125,0.5480820536613464,-0.01973731443285942,0.18871095776557922,0.5641763806343079,-0.01232981402426958,0.1619497686624527,0.5399870276451111,-0.0023767424281686544,0.16298015415668488,0.5147990584373474,-0.02851729281246662,0.16111841797828674,0.5672593712806702,-0.018958134576678276,0.16332218050956726,0.5778589844703674,-0.003995644394308329,0.13186752796173096,0.548890233039856,-0.009783688932657242,0.13303148746490479,0.5224034786224365,-0.021915512159466743,0.13546381890773773,0.5601232647895813,-0.010347642004489899,0.13703018426895142,0.5729867815971375,0.003138315863907337
